review-item-author,review-item-date,review-item-content
ronallivelsberge-0,"Sep 12, 2018","It definitely works.  I take medication that lowers my sex drive and ability to have a full erection.  This fixed that.  I found that it works better if I took 2 pills at once.  It does cause headaches at times, especially the day after.  Some are intense.  But it’s worth it!  Definitely works"
briank333,"Aug 09, 2023",The title of the product sums it up perfectly. It is reliable. Doesn't jack up your blood pressure...
psanto82paul,"Apr 06, 2017","I did get an erection ; however,  I also got heartburn and a headache.  Someone else might not experience these side effects."
dodgemen,"Oct 25, 2017",Since i'm a older guy and retired for a few years. Also smoked for 50 years i didn't think anything would work on me. But this does with no after effect!!!  A very happy customer and will buy again soon Thanks
fortunerising,"Aug 09, 2017","I am 76 with a 44 year old wife and Reliable Richard is making her very happy several encounters a day is not unusual this also helped with my flow with fewer trips to bathroom and blood pressure a little better so I take 1/2 cap every 2 days to keep very consistent, my comment is WOW"
muntu313,"Oct 10, 2017",It works every time I use it. I am glad I finally found a product that is reliable. No pun intended. Reliable Richard
laurencrayhon0,"Jan 31, 2017","The product does what they say it will do, and no side effects noted. the product is more expensive than some competitors. I have not seen any offers on volume orders and that would help reduce the cost per serving. Will hold off on additional orders till volume discounts are offered"
9151adelin,"Jul 24, 2022",Their description says it all. These pills by far are the best ones I've had. 1 pill gets you hard for up to 5 days. If you take a pill after eating a meal it won't have strong effects until after 4 hours. For best results take 1 pill in the morning at least 1 hour before you eat breakfast. Then you'll be good for the rest of 3 - 5 days. 1 pack of 10 pills lasts me about 9 to 10 weeks.
antonfelde_0,"Sep 08, 2024",I love the performance it has.
rossie4066,"Sep 06, 2018","This stuff works really good, I didn't get the headaches like mentioned in other reviews. It takes a longer than an hour to kick in, on empty stomach but everyone is different.  I took two and once it kicks in it's on now...."
jlewgal,"Feb 18, 2020",Works as advertised.  Wouldn't use anything else. Safe and reliable.
a9-HyF8oTfC@Del...,"Jan 31, 2018",Worked well and no side effects that I could tell. I just wish there was more of a deal. Priced a little high. I would definitely recommend it. Combined with a little Ni.O. and I’m talking real hard!!! lol. Seller if your listening I’m looking for a deal on multiple packs.
bwhite469a,"Sep 12, 2018","WOW,  Works like a charm,  Hardness and stamina were awesome.  First time my wife ask me to stop,  she couldn't take no more.  Ive already order a bulk shipment."
jimcat8380,"Dec 20, 2018",The first time I took 1 and it only worked for about 2 days.  The second time I took 2 pills and it lasted for a week.    My wife loved the results !
osuops61,"Oct 15, 2019",Works well and last for several days. No after affects just a wonderful pill for men that need a little help. I'm 57 and I'm amazed at what this has done for our bedroom life. You won't be disappointed.
scotkrame_20,"Sep 11, 2018","this product does exactly what it says it does, I am very satisfied. The talk about the headaches was over stated, I had a very minor eye ache the second day and took one aleve and it was gone and that was it. I will buy it again."
shau.fogar,"Jul 09, 2022",Oh this product works very well! And you keep it going for days. I love it!
bellavit49,"Apr 29, 2022",There was positive reaction going on ...then came a head ache like never before last 72 hrs..Before getting under control. Maybe it worksSide effects too high... Whole body felt out of different ...Be careful with this
velve-t-qh9otq23f,"Dec 03, 2019",This product doesn't let you down. My God! And it lasts 4 days! What more do guys want? I just wish I could buy it at a corner store. I love it!
rbuno1949,"Jun 11, 2020","Took one pill and it worked great, but had body aches and migraines as a side effect. I the cut the pill in half and wow!! Still works but without all of the side effects. Usually lasts me 2-3 days before I need to pop another half of a pill. Thanks and will be purchasing again."
spinthebottle77,"Dec 21, 2021","Tried the product for one month. Did not work for me. Based on the reviews, it seems like it works for some people so I won't give it a bad review. Everyone's body is different. Can't know for sure unless you try it."
coaches-kloset,"Jan 15, 2020","GREAT. Works like it says it does. I have tried a similar product (Mega Man) and this is better, last longer, no real headaches for me. If you need a little extra lightning in your rod...give these a shot.45 year oldShipper is great too!!! Quick shipping!!!"
rafiloverof1,"Jun 08, 2018",
markburnell74,"Nov 05, 2017","Good fast time order and got them in 3 days awesome. It works take it on an empty stomach 2hrs later rock hard and ready 3 pops the whole night hard every time wifey wanted some attention, yeah she got good and hard. Im going to  buy a bigger box next time"
geescobedo2012,"Jun 23, 2017","I got say I didn't believe this would work.But yesterday,I rocked my honeys world.All night long. Thank u."
kingjaws76,"Sep 25, 2017",I don't normally write reviews however on this I will. Ladies if youre going to purchase this for youre man you better be prepared for a long night...Men when u take this u better be prepared to wear loose clothing. I dont know whays in this but it freaking works...
normen39,"Feb 19, 2020",Worked well for me.was expecting a bit more intensity. No headaches or complications nice circulation  enhancement. I feel a slight flush when taking it. It's worth it.
2011sparky302,"Nov 28, 2023",Awesome product! Works for me and last a few days! Rock hard! And feel like a star!
3g-hwQY-TJy@Del...,"Aug 23, 2017","Over the years I've tried different herbal enhancement supps, and this is by far the best!  It took a few hours to kick in...But when it did it worked long and hard for about two days!  Side effects were minimal, a little back pain but Advil took care of that issue.  I hope they don't change this good and effective formulation."
erismit_581,"Oct 25, 2018",One pill kept working for a good three days... so I’m satisfied with that.
har_32212,"Jun 02, 2022",works most times
therockbuster,"Aug 06, 2019","Works great, side effects include sinus congestion and slight headache for me but worth it"
whip9001,"Jun 24, 2020","Best product I've tried. I am 40, performing like my early 20's.No headaches... no bs.One pill works for up to a week, in my case.I take it like a vitamin."
charl-capri,"Apr 01, 2020","It works. I could feel the effect for days, the wife was happy. I did have a headache but use excedrin, to me it was worth it."
ixfathomsmf,"Oct 18, 2018","Lasts 4 or 5 days for me, headaches and heart burn have come and gone since taking... But im satisfied in other areas haha"
duglaz1008,"Jul 09, 2018","Stuff really works, but you have to put up with dull headache and severe heart burn for at least 3 days. Takes the fun right out of makin love."
teejaycox3,"Apr 04, 2018","Amazingly good, was skeptical at first but trust me, it works and works well! I take one every three days and always stay *ready*...excellent product"
inf8mousmoves2012,"Oct 28, 2017",Look guys I'm still in my early 30's I don't need this product I just wanna drive my lady crazy... this way she will never cheat.... she'll be tired lol
inkmaninva-2008,"Feb 04, 2022","If you don't like the side effects or the cost of Viagra and similiar products I recommend this. There are several herbal variations on the market.  For me, it is effective several hours after taking and last several days. Combined with a ring, it's like your 18 years old again."
panwilbro,"Aug 07, 2017",Guys out there !! You got to try this powerful great product! Please you're lady right😊great stuff no side affects I'm going for the big pack on my next Oder!!
mikemissyandrew,"Jun 24, 2019","Won’t let you down.Like I read, drink lots of water.Will purchase again."
lgan9024,"Aug 25, 2017","It worked great with 1 tab...within an hour was ready to rock and roll.  definitely recommend, no side effect and lasts at least 3+ days."
fuc*joeb*den,"Nov 18, 2018",
cvel6420,"Jul 02, 2018","Product does not work,,,10 capsules for that price  not worth it.."
llonbesq,"Mar 09, 2018","it works great, just gave me a hella migraine and an episode high blood pressure -- yes I ended up at the doctor's office. I was fine with the regular version, I KNOW this ""extreme"" version is not for me."
bluespeedyman,"Jul 17, 2018",it really works great . a simple effective way to get your sexual experience back on track
carlomyle_0,"Jul 14, 2020",This is by far the best product I’ve ever tried will not be trying anything else. This stuff is amazing stays in my system up to 7 days I wake up erect and last longer and stronger during sex.
michaelhelicopter,"Jun 18, 2018",These are really nice people to deal with. If you have a problem they will take care of you.
vicos-84,"Jun 22, 2020",The item was fast delivered. The capsule works well with minor side effects of acid reflux and headache. Highly recommended
boxcarjonathan,"Jan 31, 2017","One of the best products onthe market ,that does what it says.it works very fast!!"
honesthe1,"Jan 12, 2021",I take the blue pill every now and then this is easley on that level it WORKS point blank...HARD
ombreya49,"Mar 21, 2018","This enhancement is a real deal. I was affraid in the beginning, then I said what the heck... and turns out to be what it is all about. Let just say Reliable Richard brought his A game! Thanks"
